,hbPhotoExist,originBookCode,author,isbn,publishDate,discountPrice,bookDiscount,bookName,executiveEditor,bookId,picPath,price,stockInDate,sumVolume,shopType
289,N,149504,滕宝红,978-7-115-49504-4,202109,55.20,0.8,仓库管理实操从入门到精通,陈宏,867457ff-be78-4a57-af38-3a3f238d1be8,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49504-4/72jpg/49504_s300.jpg,69,20181126,19948,1
290,Y,141963,任克勇,978-7-115-41963-7,202109,39.20,0.8,从零开始学做物业经理,唐可人,fa11e70d-b057-4a77-ac2c-5eecc0db1633,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-41963-7/72jpg/41963_s300.jpg,49,20160412,19930,1
291,N,146166,黄新荣,978-7-115-46166-7,202012,31.84,0.8,Excel 2010在会计与财务管理中的应用（附微课视频 第4版）,李育民,e3efb6ff-2c71-4844-9e99-bf98633e5865,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-46166-7/72jpg/46166_s300.jpg,39.8,20170719,19908,1
292,N,147495,宋俊骥 孔华,978-7-115-47495-7,202106,31.84,0.8,网络营销与策划实务,刘琦,f91cdc73-51bb-4310-aa1a-816488ba131b,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-47495-7/72jpg/47495_s300.jpg,39.8,20180302,19894,1
293,N,145695,高楚云 何万能,978-7-115-45695-3,202108,20.80,0.8,用友ERP沙盘模拟实训（第2版）,李育民,bb5ba84e-30d1-442e-9e15-1f09a4706ce1,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-45695-3/72jpg/45695_s300.jpg,26,20170609,19869,1
294,N,150916,赵爱香 唐洁,978-7-115-50916-1,202105,27.20,0.8,电子商务沙盘运营与推广（微课版）,侯潇雨,bf9841b7-dd97-4877-8814-ce2624c048dd,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-50916-1/72jpg/50916_s300.jpg,34,20190412,19839,1
295,N,147651,郭冬芬,978-7-115-47651-7,202105,31.84,0.8,现代物流基础：理论 案例 实训（微课版 第2版）,刘琦,da553e58-0ca1-4bde-9307-c50569671fe2,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-47651-7/72jpg/47651_s300.jpg,39.8,20180521,19812,1
296,N,143687,刘永刚,978-7-115-43687-0,202001,39.84,0.8,保险学（第2版）,万国清,8f137ab8-a0fd-43e4-baa3-1ce879bbf201,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43687-0/72jpg/43687_s300.jpg,49.8,20161116,19795,1
297,Y,150128,滕宝红,978-7-115-50128-8,202109,55.20,0.8,物业管理实操从入门到精通,刘盈,12e6d58b-5c26-4773-abd3-81770af4093c,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-50128-8/72jpg/50128_s300.jpg,69,20181220,19758,1
298,N,152404,龙璇,978-7-115-52404-1,202108,36.80,0.8,人际关系与沟通技巧（第2版）,万国清,fa10eda8-8120-4721-9fcb-3037688463a0,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-52404-1/72jpg/52404_s300.jpg,46,20200114,19739,1
299,N,143790,赵大君,978-7-115-43790-7,202101,34.24,0.8,房地产中介门店经理管理实用手册,李士振,20afabed-74df-4fc5-8b5a-fc2d3d9dd9ea,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43790-7/72jpg/43790_s300.jpg,42.8,20161122,19737,1
300,Y,148006,高臻臻,978-7-115-48006-4,202003,47.84,0.8,冷启动 零成本做营销,马霞,9fb07d52-cf21-4cd9-8861-5f8473eb3d21,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-48006-4/72jpg/48006_s300.jpg,59.8,20180509,19724,1
301,N,131021,蒋红芸 康玲,978-7-115-31021-7,201908,28.00,0.8,财务管理（第2版）,孙燕燕,e99b2d40-06ca-40df-824a-1d88615031d3,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-31021-7/72jpg/31021_s300.jpg,35,20150717,19670,1
302,N,143524,张子凡,978-7-115-43524-8,201804,39.84,0.8,老板轻松带团队 全彩图解版 带出高绩效团队就靠这几招,折青霞,d979e06d-cf58-4bf8-b492-10dcb6c061cf,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43524-8/72jpg/43524_s300.jpg,49.8,20161017,19667,1
303,N,146085,杜一凡 胡一波,978-7-115-46085-1,202103,28.00,0.8,新媒体营销：营销方式+推广技巧+案例解析,孙燕燕,e438b1ff-ee07-4387-b7bf-7f89c54ef51b,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-46085-1/72jpg/46085_s300.jpg,35,20170724,19657,1
304,N,151508,陈德人 白东蕊 高功步 徐林海,978-7-115-51508-7,202012,39.84,0.8,电子商务案例分析（微课版）,孙燕燕,ddb4c4b7-cbf2-405c-be04-3738cd7df51d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51508-7/72jpg/51508_s300.jpg,49.8,20190916,19608,1
305,Y,139078,老A电商学院,978-7-115-39078-3,202003,47.20,0.8,淘宝网店大数据营销：数据分析、挖掘、高效转化,恭竟平,6e920495-4dcf-4f46-9b83-9e42f0858fc4,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-39078-3/72jpg/39078_s300.jpg,59,20150616,19596,1
306,N,154805,李善友,978-7-115-54805-4,202109,55.20,0.8,第二曲线创新（第2版）,郑婷,4b6ddb55-3e3e-428c-a17d-8df0340ee87d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-54805-4/72jpg/54805.jpg,69,20201221,19543,1
307,N,140154,孙毅 万海霞,978-7-115-40154-0,202106,28.80,0.8,现代商务礼仪（第2版）,刘琦,6508712b-3955-4bd9-8da6-f0de77617168,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-40154-0/72jpg/40154_s300.jpg,36,20150827,19537,1
308,N,151005,任康磊,978-7-115-51005-1,202108,47.84,0.8,人力资源法律风险防控从入门到精通,郭媛,68d7bee4-30b3-4484-95bc-0fb2da286aeb,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51005-1/72jpg/51005_s300.jpg,59.8,20190527,19487,1
309,Y,144121,【美】凯文·凯里（Kevin Carey）,978-7-115-44121-8,202102,47.20,0.8,大学的终结：泛在大学与高等教育革命,贾淑艳,ed25ea7c-0dd9-43c2-ab77-6c35a989a31c,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-44121-8/72jpg/44121_s300.jpg,59,20170313,19477,1
310,N,123039,王宏 著,978-7-115-23039-3,201811,28.00,0.8,服装销售人员超级口才训练——服装销售人员与顾客的106次沟通实例,贾璐帆,dd2655d9-f180-4c71-b131-80c898aab43c,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-23039-3/72jpg/23039_s300.jpg,35,20100623,19455,1
311,N,137568,王利锋,978-7-115-37568-1,201809,23.84,0.8,网店运营实务,王平,c4921c55-cfa9-4dcd-83f2-6d6b12a11f77,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-37568-1/72jpg/37568_s300.jpg,29.8,20150310,19438,1
312,N,154005,隗静秋，廖晓文，肖丽辉,978-7-115-54005-8,202105,47.84,0.8,短视频与直播运营 策划 制作 营销 变现（视频指导版）,古显义,a8b83880-0f35-4e96-bb0e-d71d2efdc277,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-54005-8/72jpg/54005_s300.jpg,59.8,20200709,19397,1
313,N,143745,何晓兵、何杨平、王雅丽,978-7-115-43745-7,202006,43.20,0.8,网络营销——基础、策略与工具,万国清,9aab8a48-5a45-488e-a753-5f3fb6a1a9c9,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43745-7/72jpg/43745_s300.jpg,54,20161215,19373,1
314,N,153510,陈德人,978-7-115-53510-8,202106,39.84,0.8,电子商务概论与案例分析（微课版 第2版）,孙燕燕,bdfd6e17-6dcb-41c4-a2fc-c602d015ad8d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-53510-8/72jpg/53510_s300.jpg,49.8,20200530,19265,1
315,N,145009,郑延琦,978-7-115-45009-8,202101,33.60,0.8,财经应用文写作方法与技巧,许金霞,8015b460-5db1-43a8-9086-fff6da9f8d83,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-45009-8/72jpg/45009_s300.jpg,42,20170327,19229,1
316,N,130148,甄立敏 张亚兵,978-7-115-30148-2,201805,38.40,0.8,会计综合实训（附原始凭证）（第2版）,万国清,bb65f910-1336-43c5-8898-718faf228266,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-30148-2/72jpg/30148_s300.jpg,48,20150922,19168,1
317,Y,136188,张发凌 编著,978-7-115-36188-2,202003,31.20,0.8,新手开网店一本就够(最新版),陈宏,75eeae1a-922b-4c01-8aec-0484866f0ec0,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-36188-2/72jpg/36188_s300.jpg,39,20140711,19131,1
318,Y,136989,[美]威廉·彼得·汉密尔顿(William Peter Hamilton) 著,978-7-115-36989-5,202108,31.20,0.8,股市晴雨表(专业解读版),王飞龙,b533c791-a2fe-40e7-ab37-74000f2271ed,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-36989-5/72jpg/36989_s300.jpg,39,20141106,19128,1
319,N,151609,邓斌,978-7-115-51609-1,202101,47.20,0.8,华为管理之道 任正非的36个管理高频词,宋燕,38ede98d-5a63-446f-a4a8-f0afadc077fe,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51609-1/72jpg/51609_s300.jpg,59,20190829,19085,1
320,N,137669,郭楚凡 著,978-7-115-37669-5,201711,33.60,0.8,老板就要抓绩效重考核：员工不做你想要的，只做你考核的,寇佳音,5c4b8084-4fe1-407e-9e8a-2bb9887fc1e1,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-37669-5/72jpg/37669_s300.jpg,42,20150106,19067,1
321,N,1430071,杨韧 程鹏 姚亚锋,978-7-115-43007-6,201912,28.80,0.8,SEO搜索引擎优化：基础、案例与实战                           ,朱海昀,ee147221-a416-4083-b058-903a2af7ea7a,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43007-6/72jpg/43007_s300.jpg,36,20170103,19047,1
322,Y,146218,[英]理查德·泰普勒（RICHARD TEMPLAR）,978-7-115-46218-3,201711,39.20,0.8,破茧法则 打破一切思维定式,曹延延,c055c1b4-cb31-41b5-a6a6-7652a78d8dad,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-46218-3/72jpg/46218_s300.jpg,49,20170809,19042,1
323,N,149644,张丽 蔺子雨,978-7-115-49644-7,202105,39.84,0.8,市场营销基础与实务,朱海昀,3eb47f04-fb41-41e8-b32f-8b8d7e80fc91,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49644-7/72jpg/49644_s300.jpg,49.8,20190123,19025,1
324,N,125960,吴作斌 罗正媛 主编,978-7-115-25960-8,202109,25.60,0.8,证券投资理论与实务,万国清,cd44b160-401e-4ae9-ab0a-9beca7cb8c11,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-25960-8/72jpg/25960_s300.jpg,32,20110826,18959,1
325,Y,147970,勾俊伟,978-7-115-47970-9,201811,31.84,0.8,新媒体运营：产品运营+内容运营+用户运营+活动运营,古显义,89473b2b-a890-47cc-9833-bc0ce07876ed,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-47970-9/72jpg/47970_s300.jpg,39.8,20180417,18955,1
326,N,1518892,惠亚爱 乔晓娟 谢蓉,978-7-115-51889-7,202107,39.84,0.8,网络营销：推广与策划（第2版 视频指导版）,侯潇雨,98bb6c06-b120-4160-9b2e-27f07a9c2c27,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-51889-7/72jpg/51889_s300.jpg,49.8,20210123,18835,1
327,Y,134698,滕宝红 主编,978-7-115-34698-8,202107,52.00,0.8,6S精益推行图解手册(超值白金版),刘珺,683c42a7-f9ea-4b3f-b890-39211c51d215,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-34698-8/72jpg/34698_s300.jpg,65,20140313,18812,1
328,N,141046,文丹枫 徐小波,978-7-115-41046-7,201807,36.00,0.8,再战农村电商 互联网+ 时代的下一个新战场,赵娟,7e60b1b6-10fa-40fd-929a-b32861fcd3cf,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-41046-7/72jpg/41046_s300.jpg,45,20160129,18807,1
329,Y,145271,郑舒文，吴海端，柳枝,978-7-115-45271-9,202101,44.00,0.8,农村电商运营实战：农产品上行+电商下行+人才培训+产业园打造+资源配置,张国才,cec7e44b-6e4d-4fe0-b93b-113ee421e6f0,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-45271-9/72jpg/45271_s300.jpg,55,20170405,18788,1
330,N,146215,哈默,978-7-115-46215-2,201803,39.84,0.8,新媒体写作平台策划与运营,古显义,00c15b31-2322-433e-b207-b122853978b5,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-46215-2/72jpg/46215_s300.jpg,49.8,20170809,18683,1
331,Y,144291,李春雷（文泉小火花）,978-7-115-44291-8,201807,39.84,0.8,互联网运营实战手册,恭竟平,a6b95cf8-3564-4754-8dd3-1ca0fefce15d,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-44291-8/72jpg/44291_s300.jpg,49.8,20170214,18670,1
332,N,144855,蔡雪梅 黄彩娥 何明勇,978-7-115-44855-2,202006,47.84,0.8,网店美工实战教程（全彩微课版）,许金霞,37768d3a-efde-46c5-9c0f-e6a2784b8303,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-44855-2/72jpg/44855_s300.jpg,59.8,20170616,18636,1
333,N,153577,何晓兵  何杨平  王雅丽,978-7-115-53577-1,202105,44.80,0.8,网络营销——基础、策略与工具（第2版）,万国清,5a92e31a-43ff-4cca-9fab-5116ba895969,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-53577-1/72jpg/53577_s300.jpg,56,20200803,18551,1
334,N,143470,曹国岭  陈晓华,978-7-115-43470-8,202107,36.00,0.8,互联网金融风险控制,李宝琳,1b80ad2e-0473-4334-8798-588456f4262f,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-43470-8/72jpg/43470_s300.jpg,45,20161012,18511,1
335,N,150464,任康磊,978-7-115-50464-7,202108,47.84,0.8,招聘 面试 入职 离职管理实操从入门到精通,郭媛,88e04c63-b529-4df0-b5da-adc7284c6957,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-50464-7/72jpg/50464_s300.jpg,59.8,20190315,18459,1
336,N,142099,陈秀梅 吴含 冯克江,978-7-115-42099-2,202109,28.80,0.8,国际市场营销（双语版）,朱海昀,07173d51-86a9-4c0a-8706-d85428021e3f,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-42099-2/72jpg/42099_s300.jpg,36,20160630,18417,1
337,N,153825,曾双喜,978-7-115-53825-3,202108,52.00,0.8,超级面试官 快速提升识人技能的面试实战手册,刘盈,ae392ab0-5b15-4fae-8117-b7a8e2d768f6,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-53825-3/72jpg/53825_s300.jpg,65,20200602,18387,1
338,N,149550,温希波 邢志良 薛梅,978-7-115-49550-1,202008,36.00,0.8,电子商务法——法律法规与案例分析（微课版）,许金霞,799ece08-044a-4a17-8c25-75073cc031e2,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49550-1/72jpg/49550_s300.jpg,45,20190121,18382,1
339,Y,149074,任康磊,978-7-115-49074-2,202003,47.84,0.8,薪酬管理实操从入门到精通,郭媛,1dc41f27-a78b-45fe-b90f-7b5d65fd590e,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-49074-2/72jpg/49074_s300.jpg,59.8,20180830,18315,1
340,N,138460,龙马金融研究中心,978-7-115-38460-7,202010,63.20,0.8,同花顺炒股软件从入门到精通,张翼,6d4ca908-f672-4bee-bee5-e7d64904cdc0,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-38460-7/72jpg/38460_s300.jpg,79,20150617,18287,1
341,Y,141380,高尚,978-7-115-41380-2,202108,52.00,0.8,餐饮企业管理制度与工作流程完全手册,付路,7045636d-ff6f-429f-9057-8354202cf875,https://cdn.ptpress.cn/uploadimg/Material/978-7-115-41380-2/72jpg/41380_s300.jpg,65,20160126,18263,1
